Symbol,ETF Name,Asset Class,Total Assets ,YTD Price Change,Avg. Daily Volume,Previous Closing Price,1-Day Change,Inverse,Leveraged,1 Week,1 Month,1 Year,3 Year,5 Year,YTD FF,1 Week FF,4 Week FF,1 Year FF,3 Year FF,5 Year FF,ETF Database Category,Inception,ER,Commission Free,Annual Dividend Rate,Dividend Date,Dividend,Annual Dividend Yield %,P/E Ratio,Beta,# of Holdings,% In Top 10,ST Cap Gain Rate,LT Cap Gain Rate,Tax Form,Lower Bollinger,Upper Bollinger,Support 1,Resistance 1,RSI,Liquidity Rating,Expenses Rating,Returns Rating,Volatility Rating,Dividend Rating,Concentration Rating,ESG Score,ESG Score Peer Percentile (%),ESG Score Global Percentile (%),Carbon Intensity (Tons of CO2e / $M Sales),SRI Exclusion Criteria (%),Sustainable Impact Solutions (%),Raw Asset Class,Simplified Asset Class
BAMB,Brookstone Intermediate Bond ETF,,"$62,068,000",,,,0.00%,No,False,,,,,,"$3,590,900.00","$263,000.00","$755,600.00","$5,673,200.00","$59,036,900.00","$59,036,900.00",,2023-09-27,1.04%,,,,,,,,7.0,100.00%,40%,20%,1099.0,,,,,,,C,,,,,6.01,16.92%,36.48%,167.2,1.83%,0.47%,,Bond
SBND,Columbia Short Duration Bond ETF,Bond,"$61,640,000",0.38%,"10,944",$18.30,-0.11%,Yes,False,-1.27%,-1.36%,4.94%,3.24%,,"$5,498,000.00",$0.00,"-$2,791,500.00","$8,282,578.50","$27,493,728.50","$64,634,378.50",Total Bond Market,2021-09-21,0.25%,,$0.87,2025-04-01,$0.08,4.70%,0.0,0.21,0.0,,40%,20%,1099.0,$18.39,$18.67,$18.26,$18.37,34.3,A-,C+,A,B-,,,5.68,3.48%,30.19%,399.11,5.66%,1.49%,Bond,Bond
IBGA,iShares iBonds Dec 2044 Term Treasury ETF,,"$60,267,400",2.32%,"18,842",$24.66,-1.99%,No,False,-2.93%,-1.32%,,,,"$14,821,175.00","$1,269,785.00","$5,064,515.00","$57,664,065.00","$57,664,065.00","$57,664,065.00",,2024-06-11,0.07%,,$0.76,2025-04-01,$0.09,3.08%,,,9.0,100.00%,40%,20%,1099.0,$24.66,$25.65,$24.51,$24.96,44.5,,A,,,,,5.86,88.38%,33.72%,0.0,0.00%,0.00%,,Bond
WTBN,WisdomTree Bianco Total Return Fund,,"$59,349,500",1.46%,"10,505",$25.02,-0.24%,No,False,-1.00%,-0.50%,6.25%,,,"$14,510,860.00","$5,316,650.00","$6,070,700.00","$55,372,308.00","$59,349,368.13","$59,349,368.13",,2023-12-20,0.54%,,$1.02,2025-03-26,$0.10,4.10%,,,12.0,99.93%,40%,20%,1099.0,$24.99,$25.42,,,46.41,B-,B+,,A-,B,,6.13,64.11%,38.93%,265.4,2.72%,0.63%,,Other
ZTEN,F/M 10-Year Investment Grade Corporate Bond Etf,,"$59,125,200",-0.16%,"2,926",$48.78,-1.31%,No,False,-2.80%,-2.21%,4.32%,,,$0.00,$0.00,$0.00,"$46,608,600.00","$60,651,318.00","$60,651,318.00",,2024-01-10,0.15%,,$2.64,2025-04-01,$0.22,5.42%,,,260.0,4.72%,40%,20%,1099.0,$49.18,$50.55,$48.78,$48.78,37.16,C+,A,,B+,B+,,6.53,85.34%,53.26%,326.66,10.07%,4.35%,,Bond
IQHI,NYLI MacKay High Income ETF,,"$58,420,300",-1.74%,"3,926",$25.13,-0.08%,No,False,-2.87%,-3.42%,4.55%,,,"-$1,972,950.00",$0.00,$0.00,"-$22,856,950.00","$33,351,150.00","$33,351,150.00",,2022-10-25,0.40%,,$2.30,2025-04-01,$0.16,9.15%,0.0,0.43,312.0,16.70%,40%,20%,1099.0,$25.28,$26.33,$25.09,$25.22,25.58,B+,B+,B,A-,A,,5.72,72.58%,30.75%,256.12,6.09%,2.17%,,Bond
BCLO,iShares BBB-B CLO Active ETF,,"$58,279,100",,,$48.01,0.67%,No,False,-2.96%,-3.40%,,,,"$10,001,040.00",$0.00,$0.00,"$10,001,040.00","$10,001,040.00","$10,001,040.00",,2025-01-29,0.45%,,$0.63,2025-04-01,$0.31,1.31%,,,34.0,41.13%,40%,20%,1099.0,$48.43,$50.13,,,27.87,,,,,,,0.0,,,,,,,Other
FUSI,American Century Multisector Floating Income ETF,,"$57,976,100",0.72%,"6,782",$50.34,-0.12%,No,False,0.10%,-0.14%,5.15%,,,$0.00,$0.00,$0.00,"$37,872,675.00","$37,872,675.00","$37,872,675.00",,2023-03-14,0.27%,,$2.92,2025-04-01,$0.20,5.80%,0.0,0.0,123.0,24.42%,40%,20%,1099.0,$50.34,$50.53,,,47.57,B+,A-,B-,A,A,,0.0,,,,,,,Bond
NPFI,Nuveen Preferred and Income ETF,,"$57,885,000",-1.14%,"9,495",$24.92,-0.76%,No,False,-2.60%,-2.80%,4.11%,,,"$12,838,627.53",$0.00,$0.00,"$44,544,696.17","$44,544,696.17","$44,544,696.17",,2024-03-05,0.55%,,$1.50,2025-04-01,$0.14,6.02%,,,153.0,18.56%,40%,20%,1099.0,$25.10,$25.89,,,22.35,C+,B+,,A,,,7.17,93.66%,79.29%,203.96,5.41%,0.68%,,Bond
EVIM,Eaton Vance Intermediate Municipal Income ETF,,"$56,331,000",-2.27%,"8,924",$50.37,-1.49%,No,False,-2.75%,-3.46%,0.23%,,,"$12,955,500.00",$0.00,$0.00,"$36,707,000.00","$36,707,000.00","$36,707,000.00",,2023-10-16,0.10%,,$1.96,2025-03-31,$0.17,3.82%,,,124.0,17.89%,40%,20%,1099.0,$50.95,$52.39,$50.20,$50.69,32.81,C,A-,,A,B+,,0.0,,,,,,,Bond
UFIV,US Treasury 5 Year Note ETF,,"$55,775,100",3.27%,"20,571",$48.88,-0.22%,No,False,0.14%,1.17%,6.16%,,,"$13,138,905.00","$7,824,530.00","$2,973,105.00","$37,827,328.00","$55,297,167.00","$55,297,167.00",,2023-03-28,0.15%,,$1.93,2025-04-01,$0.16,3.95%,0.0,0.0,2.0,100.00%,40%,20%,1099.0,$48.03,$49.23,$48.73,$49.02,60.54,B-,A,C+,A-,A-,,0.0,,,,,,,Other
LODI,AAM SLC Low Duration Income ETF,,"$55,419,900",0.95%,"6,435",$24.98,-0.28%,No,False,-0.40%,-0.25%,,,,"$5,007,285.00",$0.00,"$1,251,377.50","$55,633,532.50","$55,633,532.50","$55,633,532.50",,2024-12-04,0.15%,,$0.42,2025-03-28,$0.11,1.70%,,,91.0,30.29%,40%,20%,1099.0,$24.97,$25.12,$24.96,$25.01,47.8,,,,,,,0.0,,,,,,,Bond
PRIV,SPDR SSGA IG Public & Private Credit ETF,,"$54,657,800",,,$24.64,-0.73%,No,False,-1.61%,-1.02%,,,,"$5,018,119.30",$0.00,$0.00,"$5,018,119.30","$5,018,119.30","$5,018,119.30",,2025-02-26,0.70%,,$0.09,2025-04-01,$0.09,0.35%,,,139.0,40.06%,40%,20%,1099.0,$24.70,$25.15,$24.57,$24.79,36.77,,,,,,,0.0,,,,,,,Other
PBTP, Invesco 0-5 Yr US TIPS ETF,Bond,"$54,202,100",3.21%,"16,577",$26.01,0.27%,No,False,0.15%,1.18%,7.21%,3.45%,3.88%,"-$3,315,110.00",$0.00,"$1,038,500.00","-$11,310,310.00","-$30,888,930.00","$49,278,780.00",Inflation-Protected Bonds,2017-09-22,0.07%,,$0.84,2025-03-24,$0.21,3.22%,0.0,0.1,26.0,46.19%,40%,20%,1099.0,$25.63,$26.11,$25.97,$26.04,65.42,C+,A,C,A,A-,,5.86,33.85%,33.19%,1.6,0.00%,0.00%,Bond,Bond
IBHJ,iShares iBonds 2030 Term High Yield and Income ETF,,"$54,006,900",,,,0.00%,No,False,,,,,,"$11,814,821.35",$0.00,"$3,908,215.85","$39,370,221.30","$45,689,336.30","$45,689,336.30",,2023-06-23,0.35%,,,,,,,,249.0,14.96%,40%,20%,1099.0,,,,,,,A-,,,,,5.67,70.45%,30.08%,201.28,4.77%,2.59%,,Bond
NCPB,Nuveen Core Plus Bond ETF,,"$53,827,100",0.80%,"3,182",$24.59,-1.24%,No,False,-1.90%,-1.34%,4.48%,,,"$2,479,816.72",$0.00,"$627,116.24","$24,667,519.27","$24,667,519.27","$24,667,519.27",,2024-03-05,0.30%,,$1.35,2025-04-01,$0.12,5.48%,,,361.0,25.87%,40%,20%,1099.0,$24.74,$25.15,$24.52,$24.72,38.6,B,A-,,A-,,,5.86,17.29%,33.81%,324.0,3.55%,0.99%,,Bond
FMUB,Fidelity Municipal Bond Opportunities ETF,,"$53,691,600",,,$48.62,-0.94%,No,False,,-0.93%,,,,"$53,637,500.00","$53,637,500.00","$53,637,500.00","$53,637,500.00","$53,637,500.00","$53,637,500.00",,2025-04-07,0.30%,,,,,,,,318.0,16.51%,40%,20%,1099.0,,,,,,,,,,,,0.0,,,,,,,Bond
DABS,Doubleline ABS ETF,,"$53,148,500",,,$50.19,-0.14%,No,False,0.15%,0.35%,,,,"$53,068,800.00",$0.00,"$28,068,800.00","$53,068,800.00","$53,068,800.00","$53,068,800.00",,2025-02-28,0.39%,,$0.10,2025-04-01,$0.10,0.20%,,,67.0,32.78%,40%,20%,1099.0,$49.56,$50.87,$49.48,$51.45,55.46,,,,,,,0.0,,,,,,,Other
SMBS,Schwab Mortgage-Backed Securities ETF,,"$53,004,000",2.27%,"24,471",$25.16,-0.63%,No,False,-1.10%,0.02%,,,,"$2,504,000.00",$0.00,$0.00,"$52,503,974.98","$52,503,974.98","$52,503,974.98",,2024-11-19,0.03%,,$0.46,2025-04-01,$0.10,1.81%,,,275.0,17.40%,40%,20%,1099.0,$25.03,$25.54,$25.10,$25.28,49.55,,,,,,,0.0,,,,,,,Other
NUMI,Nuveen Municipal Income ETF,,"$52,751,800",,,$24.10,-1.47%,No,False,-2.78%,-3.61%,,,,"$53,319,438.99",$0.00,"$4,357,378.95","$53,319,438.99","$53,319,438.99","$53,319,438.99",,2025-01-22,0.29%,,$0.13,2025-04-01,$0.08,0.54%,,,192.0,15.32%,40%,20%,1099.0,$24.40,$25.13,$24.02,$24.25,29.64,,,,,,,0.0,,,,,,,Bond
XFLX,FundX Flexible ETF,,"$52,642,000",-4.76%,"8,292",$22.80,-0.57%,No,False,-4.72%,-5.35%,-1.55%,,,"-$4,050,675.00","-$688,413.00","-$4,995,006.00","-$5,557,884.00","-$3,648,309.00","-$3,648,309.00",,2023-10-09,1.04%,,$1.09,2024-12-31,$1.09,4.75%,,,12.0,98.53%,40%,20%,1099.0,$23.08,$24.46,$22.65,$23.06,23.43,C+,C,,A-,A-,,6.06,48.80%,37.39%,191.69,7.21%,3.35%,,Other
NBFC,Neuberger Berman Flexible Credit Income ETF,,"$51,420,300",-1.65%,248,$48.81,-0.59%,No,False,-3.13%,-3.58%,,,,"$1,271,995.00",$0.00,$0.00,"$2,520,422.50","$2,520,422.50","$2,520,422.50",,2024-06-24,0.40%,,$2.90,2025-03-26,$0.32,5.81%,,,305.0,18.99%,40%,20%,1099.0,$49.30,$51.13,$48.81,$48.81,21.36,,A-,,,,,0.0,,,,,,,Bond
CGIB,Capital Group International Bond ETF (USD-Hedged),,"$50,679,500",1.18%,"4,837",$25.49,-0.51%,No,False,0.20%,0.72%,,,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,,2024-06-25,0.45%,,$0.49,2025-03-28,$0.02,1.91%,,,126.0,38.01%,40%,20%,1099.0,$25.16,$25.66,$25.47,$25.53,53.82,,B+,,,,,0.0,,,,,,,Bond
NBTR,Neuberger Berman Total Return Bond ETF,,"$49,556,500",0.62%,0,$49.26,-0.69%,No,False,-1.89%,-1.43%,,,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,,2024-12-17,0.37%,,$0.72,2025-03-26,$0.23,1.43%,,,346.0,35.12%,40%,20%,1099.0,$49.50,$50.45,$49.26,$49.26,38.69,,,,,,,0.0,,,,,,,Bond
OVT,Overlay Shares Short Term Bond ETF,Bond,"$49,028,900",-1.21%,"44,837",$21.32,-0.93%,No,False,-1.82%,-2.34%,3.61%,2.85%,,"-$13,180,300.00","$1,729,600.00","-$12,739,300.00","$217,400.00","-$8,217,550.00","$57,614,425.00",Corporate Bonds,2021-01-14,0.80%,,$1.37,2025-04-03,$0.37,6.41%,0.0,0.26,4.0,100.00%,40%,20%,1099.0,$21.46,$21.95,$21.26,$21.45,32.56,B-,C,,B,A,,6.66,68.66%,58.28%,146.41,9.52%,2.37%,Bond,Bond
VABS,Virtus Newfleet ABS/MBS ETF,Bond,"$48,742,100",1.53%,"37,053",$24.35,-0.12%,No,False,-0.06%,-0.20%,7.05%,4.67%,,"$37,615,850.00",$0.00,"-$4,879,200.00","$38,841,050.00","$32,963,350.00","$42,963,300.00",Total Bond Market,2021-02-09,0.39%,,$1.25,2025-03-20,$0.10,5.12%,0.0,0.04,105.0,47.19%,40%,20%,1099.0,$24.23,$24.45,,,51.84,C,B-,,A-,B-,,0.0,,,,,,Bond,Bond
JHCP,John Hancock Core Plus Bond ETF,,"$48,552,900",0.72%,0,$24.67,-0.36%,No,False,-2.03%,-1.37%,,,,"$9,342,740.00","-$1,244,945.00","-$1,244,945.00","$38,459,240.00","$38,459,240.00","$38,459,240.00",,2024-12-18,0.36%,,$0.27,2025-03-27,$0.10,1.10%,,,307.0,23.57%,40%,20%,1099.0,$24.78,$25.28,$24.67,$24.67,40.86,,,,,,,0.0,,,,,,,Bond
MUSE,TCW Multisector Credit Income ETF,,"$48,341,300",,,,0.00%,No,False,,,,,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,,2024-11-15,0.56%,,,,,,,,300.0,10.98%,40%,20%,1099.0,,,,,,,,,,,,0.0,,,,,,,Bond
QSIG,WisdomTree U.S. Short Term Corporate Bond Fund,,"$48,285,000",1.39%,"6,703",$48.19,-0.23%,No,False,-0.62%,-0.01%,5.90%,3.45%,2.07%,"$4,886,000.00",$0.00,$0.00,"-$4,680,940.00","$9,685,000.00","$35,422,310.00",,2016-04-27,0.18%,,$2.13,2025-03-26,$0.20,4.43%,,,500.0,7.66%,40%,20%,1099.0,$48.06,$48.60,$48.12,$48.30,49.07,B-,A,B-,A,,,6.67,92.86%,58.78%,184.34,9.00%,2.49%,,Bond
PSH,PGIM Short Duration HIgh Yield ETF,,"$47,753,600",-1.36%,"12,302",$48.64,-0.25%,No,False,-2.78%,-2.91%,4.68%,,,"$5,196,375.00","-$6,122,250.00","-$6,122,250.00","$24,158,550.00","$24,158,550.00","$24,158,550.00",,2023-12-19,0.45%,,$3.98,2025-04-01,$0.30,8.18%,,,295.0,23.85%,40%,20%,1099.0,$49.03,$50.63,$48.41,$49.11,25.57,B-,B+,,A,A-,,5.54,52.96%,28.23%,382.64,9.18%,2.15%,,Other
FCBD,Frontier Asset Core Bond ETF,,"$46,805,000",1.50%,"13,134",$25.22,-0.28%,No,False,-0.67%,-0.09%,,,,"-$12,553,100.00",$0.00,$0.00,"$46,205,500.00","$46,205,500.00","$46,205,500.00",,2024-12-19,0.90%,,$0.22,2025-03-28,$0.20,0.87%,,,8.0,100.00%,40%,20%,1099.0,$25.16,$25.45,$25.09,$25.32,49.39,,,,,,,6.05,9.97%,37.28%,214.36,2.17%,0.72%,,Bond
IBMS,iShares iBonds Dec 2030 Term Muni Bond ETF,,"$46,705,700",-0.98%,"19,747",$24.96,-0.99%,No,False,-1.77%,-2.30%,,,,"$24,156,385.00","$1,268,710.00","$6,345,620.00","$44,578,285.00","$44,578,285.00","$44,578,285.00",,2024-05-22,0.18%,,$0.51,2025-04-01,$0.05,2.04%,,,492.0,7.10%,40%,20%,1099.0,$25.16,$25.58,$24.86,$25.16,32.47,,A,,,,,0.0,,,,,,,Bond
ARCM,Arrow Reserve Capital Management ETF,Bond,"$46,124,200",1.12%,855,$100.31,0.02%,No,False,0.06%,0.31%,4.92%,4.10%,2.50%,$0.00,$0.00,$0.00,$0.00,"-$5,001,500.00","-$4,994,500.00",Money Market,2017-03-31,0.50%,,$4.77,2025-03-31,$0.37,4.76%,0.0,0.02,80.0,34.70%,40%,20%,1099.0,$99.98,$100.36,$100.19,$100.48,87.51,,A-,,,B+,,6.81,75.62%,64.84%,182.69,14.14%,1.88%,Bond,Bond
BEMB,iShares J.P. Morgan Broad USD Emerging Markets Bond ETF,,"$45,697,500",,,,0.00%,No,False,,,,,,$0.00,$0.00,$0.00,"$5,316,440.00","$5,316,440.00","$5,316,440.00",,2023-02-22,0.18%,,,,,,,,298.0,6.11%,40%,20%,1099.0,,,,,,,A,,,,,4.53,71.57%,15.61%,548.8,2.47%,1.45%,,Bond
MMKT,Texas Capital Government Money Market ETF,Bond,"$45,090,000",,,,0.00%,No,False,,,,,,"$2,503,750.00",$0.00,"-$5,012,500.00","$42,557,000.00","$42,557,000.00","$42,557,000.00",Money Market,2024-09-24,0.20%,,,,,,,,25.0,54.18%,40%,20%,1099.0,,,,,,,,,,,,5.89,64.60%,34.27%,1280.01,1.98%,0.02%,Bond,Bond
IBIC,iShares iBonds Oct 2026 Term TIPS ETF,,"$42,644,900",2.93%,"14,508",$25.92,0.15%,No,False,0.47%,1.30%,7.28%,,,"$14,125,633.05","$1,288,625.90","$3,876,708.05","$25,575,528.40","$39,472,783.40","$39,472,783.40",,2023-09-13,0.10%,,$1.25,2025-04-01,$0.26,4.82%,,,6.0,100.00%,40%,20%,1099.0,$25.52,$25.93,$25.90,$25.94,80.88,B-,A,,A,B+,,5.86,75.38%,33.72%,0.0,0.00%,0.00%,,Bond
MFSM,MFS Active Intermediate Muni Bond ETF,,"$42,064,800",,,,0.00%,No,False,,,,,,"$12,967,546.90",$0.00,"$4,322,325.88","$17,934,119.82","$17,934,119.82","$17,934,119.82",,2024-12-05,0.34%,,,,,,,,191.0,14.90%,40%,20%,1099.0,,,,,,,,,,,,0.0,,,,,,,Bond
THTA,SoFi Enhanced Yield ETF,,"$42,050,500",-21.94%,"82,481",$14.49,2.84%,No,False,-23.09%,-22.39%,-18.97%,,,"$18,316,097.50","$2,646,480.00","$5,456,430.00","$45,286,695.00","$57,837,025.00","$57,837,025.00",,2023-11-15,0.49%,,$2.38,2025-03-17,$0.18,16.68%,,,9.0,99.98%,40%,20%,1099.0,$14.73,$21.49,$13.60,$15.19,28.01,A-,B+,,C+,A,,5.85,20.71%,33.04%,1.57,0.00%,0.00%,,Other
MFSB,MFS Active Core Plus Bond ETF,,"$41,854,400",,,,0.00%,No,False,,,,,,"$13,543,524.95","$1,243,000.40","$1,243,000.40","$17,292,198.30","$17,292,198.30","$17,292,198.30",,2024-12-05,0.34%,,,,,,,,148.0,42.76%,40%,20%,1099.0,,,,,,,,,,,,0.0,,,,,,,Bond
IBID,iShares iBonds Oct 2027 Term TIPS ETF,,"$41,599,000",3.36%,"13,510",$26.11,0.23%,No,False,0.38%,1.45%,7.78%,,,"$12,956,530.55","$2,604,417.60","$6,503,798.00","$27,018,510.20","$38,360,945.20","$38,360,945.20",,2023-09-13,0.10%,,$1.14,2025-04-01,$0.25,4.40%,,,6.0,100.01%,40%,20%,1099.0,$25.67,$26.16,,,69.57,B-,A,,A,B+,,5.86,75.38%,33.72%,0.0,0.00%,0.00%,,Bond
PSQO,Palmer Square Credit Opportunities ETF,,"$40,788,400",0.96%,"23,829",$20.14,-0.05%,No,False,-0.52%,-0.45%,,,,"$13,211,287.50","$1,012,255.00","$1,012,255.00","$30,323,682.50","$30,323,682.50","$30,323,682.50",,2024-09-11,0.50%,,$0.48,2025-03-25,$0.20,2.40%,,,179.0,44.63%,40%,20%,1099.0,$20.16,$20.31,$20.11,$20.18,42.81,,,,,,,0.0,,,,,,,Other
IBIK,iShares iBonds Oct 2034 Term TIPS ETF,,"$40,469,000",3.22%,"21,456",$25.17,-0.59%,No,False,-1.80%,0.02%,,,,"$28,599,615.00","$2,543,245.00","$3,817,965.00","$37,464,060.00","$37,464,060.00","$37,464,060.00",,2024-05-22,0.10%,,$1.04,2025-04-01,$0.26,4.10%,,,3.0,99.99%,40%,20%,1099.0,$25.03,$25.79,$25.09,$25.33,47.52,,A,,,,,5.86,75.38%,33.72%,0.0,0.00%,0.00%,,Bond
IBIE,iShares iBonds Oct 2028 Term TIPS ETF,,"$40,194,000",3.47%,"10,792",$26.03,0.19%,No,False,0.12%,1.36%,7.62%,,,"$12,891,908.25","$3,902,252.30","$3,902,252.30","$25,672,439.50","$36,993,109.50","$36,993,109.50",,2023-09-13,0.10%,,$1.16,2025-04-01,$0.26,4.49%,,,7.0,99.99%,40%,20%,1099.0,$25.60,$26.17,,,65.31,B-,A,,A,B+,,5.86,75.38%,33.72%,0.0,0.00%,0.00%,,Bond
CGUI,Capital Group Ultra Short Income ETF,,"$37,763,600",1.33%,"13,531",$25.20,-0.08%,No,False,0.06%,0.30%,-50.84%,,,"$3,021,343.86","$1,511,028.06","$3,021,343.86","$7,550,146.44","$7,550,146.44","$7,550,146.44",,2024-06-25,0.18%,,$0.92,2025-03-28,$0.09,3.65%,,,194.0,22.06%,40%,20%,1099.0,$25.11,$25.24,$25.19,$25.21,66.71,A-,A,,,,,0.0,,,,,,,Bond
XFIX,F/m Opportunistic Income ETF,,"$37,176,800",-0.53%,"1,677",$50.74,-0.78%,No,False,-1.85%,-1.77%,4.74%,,,"-$6,273,563.00",$0.00,"$2,066,412.00","-$522,736.00","$27,308,788.00","$27,308,788.00",,2023-09-06,0.39%,,$2.88,2025-04-01,$0.19,5.68%,,,40.0,50.03%,40%,20%,1099.0,$51.12,$51.94,$50.63,$50.98,31.09,C+,A-,,A-,A-,,6.27,77.51%,42.87%,239.92,3.46%,0.82%,,Bond
RTRE,Rareview Total Return Bond ETF,,"$36,883,800",0.79%,"10,369",$24.65,-0.64%,No,False,-1.62%,-0.87%,,,,"$9,114,486.41","$247,542.11","$2,241,594.39","$36,191,840.75","$36,191,840.75","$36,191,840.75",,2024-06-03,0.77%,,$1.02,2025-04-02,$0.07,4.14%,,,126.0,34.79%,40%,20%,1099.0,$24.69,$25.16,$24.61,$24.74,43.55,,B,,,,,0.0,,,,,,,Bond
HYBX,TCW High Yield Bond ETF,,"$36,820,600",,,,0.00%,No,False,,,,,,"-$1,226,973.00",$0.00,$0.00,"-$2,139,573.00","-$2,139,573.00","-$2,139,573.00",,2024-11-18,0.50%,,,,,,,,325.0,9.03%,40%,20%,1099.0,,,,,,,,,,,,5.28,17.49%,24.71%,58.41,12.06%,5.48%,,Bond
GENT,Genter Capital Taxable Quality Intermediate ETF,,"$36,649,900",2.21%,"17,490",$10.24,-0.39%,No,False,-0.41%,0.38%,,,,"$6,647,474.90","$2,969,370.90","$5,524,616.50","$36,133,899.10","$36,133,899.10","$36,133,899.10",,2024-05-22,0.38%,,$0.36,2025-03-28,$0.04,3.56%,,,43.0,58.35%,40%,20%,1099.0,$10.17,$10.33,$10.22,$10.27,53.18,,A-,,,,,0.0,,,,,,,Other
GMMF,iShares Government Money Market ETF,,"$36,055,100",,,$100.21,0.02%,No,False,0.10%,0.37%,,,,"$11,021,569.43",$0.00,"$3,010,461.09","$11,021,569.43","$11,021,569.43","$11,021,569.43",,2025-02-04,0.20%,,$0.57,2025-04-01,$0.32,0.57%,,,27.0,83.95%,40%,20%,1099.0,$99.83,$100.22,,,93.39,,,,,,,0.0,,,,,,,Other
JHHY,John Hancock High Yield ETF,,"$35,618,200",-2.91%,"2,050",$24.36,-0.16%,No,False,-4.23%,-4.71%,,,,"$1,913,705.00",$0.00,"$1,270,130.00","$36,535,042.50","$36,535,042.50","$36,535,042.50",,2024-05-01,0.52%,,$1.83,2025-03-27,$0.15,7.45%,,,553.0,8.45%,40%,20%,1099.0,$24.65,$25.95,$24.26,$24.56,24.71,C+,B+,,,C+,,5.55,55.79%,28.41%,200.95,6.33%,3.77%,,Other
FOPC,Frontier Asset Opportunistic Credit ETF,,"$35,585,200",0.51%,"4,408",$25.01,-0.28%,No,False,-1.42%,-0.89%,,,,"-$4,501,300.00",$0.00,$0.00,"$35,522,500.00","$35,522,500.00","$35,522,500.00",,2024-12-20,0.90%,,$0.20,2025-03-28,$0.19,0.80%,,,10.0,99.99%,40%,20%,1099.0,$25.08,$25.44,$24.93,$25.12,39.2,,,,,,,0.0,,,,,,,Other
BSJV,Invesco BulletShares 2031 High Yield Corporate Bond ETF,,"$35,382,200",-2.46%,"7,966",$25.00,-0.32%,No,False,-4.29%,-4.73%,2.42%,,,"$7,913,500.00",$0.00,$0.00,"$13,205,600.00","$31,367,900.00","$31,367,900.00",,2023-09-20,0.42%,,$1.78,2025-03-24,$0.13,7.10%,,,152.0,18.79%,40%,20%,1099.0,$25.34,$26.56,$24.77,$25.46,25.45,B,B+,,A-,A-,,5.37,26.00%,25.81%,242.45,6.12%,2.69%,,Bond
TMB,Thornburg Multi Sector Bond ETF,,"$35,165,900",,,$25.06,-0.48%,No,False,-1.11%,-0.51%,,,,"$15,151,961.15",$0.00,"$1,260,207.50","$15,151,961.15","$15,151,961.15","$15,151,961.15",,2025-02-05,0.55%,,$0.15,2025-03-28,$0.11,0.61%,,,274.0,24.77%,40%,20%,1099.0,$25.09,$25.41,$25.02,$25.13,44.38,,,,,,,0.0,,,,,,,Bond
IBIF,iShares iBonds Oct 2029 Term TIPS ETF,,"$34,994,900",3.51%,"8,432",$26.00,0.19%,No,False,-0.35%,1.07%,7.08%,,,"$11,567,063.05","$1,303,882.85","$2,609,717.50","$23,103,758.10","$31,952,188.10","$31,952,188.10",,2023-09-19,0.10%,,$1.11,2025-04-01,$0.26,4.26%,,,7.0,100.00%,40%,20%,1099.0,$25.64,$26.25,,,57.47,B-,A,,A-,B+,,5.86,75.38%,33.72%,0.0,0.00%,0.00%,,Bond
DYFI,IDX Dynamic Fixed Income ETF,,"$34,907,400",-1.06%,"11,592",$22.88,-0.52%,No,False,-1.17%,-1.28%,-1.95%,,,"$5,110,729.91","-$459,308.48","$4,645,013.63","$10,856,136.40","$17,340,657.40","$17,340,657.40",,2024-01-10,1.33%,,$1.33,2025-03-26,$0.10,5.80%,,,6.0,100.00%,40%,20%,1099.0,$22.89,$23.26,,,34.42,B,C,,A-,B+,,0.0,,,,,,,Bond
RMIF,LHA Risk-Managed Income ETF,,"$34,838,500",-1.68%,"2,997",$24.46,0.29%,No,False,-1.87%,-2.41%,3.65%,,,$0.00,$0.00,$0.00,"$4,426,183.50","$35,724,493.50","$35,724,493.50",,2023-06-09,1.38%,,$1.59,2025-03-28,$0.10,6.52%,,,5.0,99.99%,40%,20%,1099.0,$24.37,$25.33,$24.44,$24.50,28.96,B-,C,C+,A,A,,0.0,,,,,,,Bond
CATF,American Century California Municipal Bond ETF,,"$31,771,900",-2.76%,"2,871",$48.10,-1.54%,No,False,-2.90%,-3.50%,,,,$0.00,$0.00,$0.00,"$17,677,335.00","$17,677,335.00","$17,677,335.00",,2024-07-18,0.28%,,$1.08,2025-04-01,$0.13,2.21%,,,141.0,16.80%,40%,20%,1099.0,$48.76,$50.10,$47.91,$48.47,31.18,,A-,,,,,0.0,,,,,,,Bond
IBIB,iShares iBonds Oct 2025 Term TIPS ETF,,"$31,771,600",1.57%,"6,369",$25.46,0.04%,No,False,0.20%,0.58%,5.69%,,,"$5,092,652.10",$0.00,"$2,556,717.60","$16,462,869.90","$29,069,809.90","$29,069,809.90",,2023-09-13,0.10%,,$1.33,2025-04-01,$0.26,5.24%,,,4.0,100.00%,40%,20%,1099.0,$25.28,$25.46,$25.43,$25.48,81.29,B-,A,,A,B+,,5.86,75.38%,33.72%,0.0,0.00%,0.00%,,Bond
